month,site,job_family,team_id,headcount_actual,headcount_planned,voluntary_leavers,engagement_score_avg,training_hours_avg,absenteeism_rate,critical_skill_coverage_rate,critical_role_flag,avg_coverage_rate,n_skills,total_open_positions,avg_time_to_fill,avg_offer_acceptance,attrition_rate,headcount_gap,headcount_gap_pct,year,quarter
2024-12-01,Lyon,Operations,167,26,9,26,10,76,0.0,0.8258241034378356,1,,,297,153.75,0.5095918108066378,1.0,17,1.8888888888888888,2024,4
2025-06-01,Berlin,Finance,145,194,7,57,10,43,0.008091049022316,1.0,1,1.425,1.0,647,144.5,0.6524954368150394,0.29381443298969073,187,26.714285714285715,2025,2
2023-02-01,Lyon,Hr,212,105,199,56,10,3,0.0,1.0,0,2.0,1.0,348,179.69230769230768,0.7808398821492712,0.5333333333333333,-94,-0.4723618090452261,2023,1
2024-09-01,Paris,Finance,127,6,18,6,10,3,0.0,0.046840000144408,1,,,587,161.75862068965517,0.7335495427622272,1.0,-12,-0.6666666666666666,2024,3
2025-09-01,Paris,It,176,21,192,10,10,73,0.161675401832916,0.833873046023916,1,1.1355042016806722,3.0,403,156.53333333333333,0.8001052900380176,0.47619047619047616,-171,-0.890625,2025,3
2023-12-01,Berlin,It,220,145,54,6,10,60,0.256901233811245,1.0,1,0.9657264957264956,2.0,441,130.21052631578948,0.7536590983280134,0.041379310344827586,91,1.6851851851851851,2023,4
2024-10-01,Paris,It,102,14,179,14,10,8,0.3467360765659203,0.8702148427564325,1,2.0,1.0,687,127.38709677419355,0.565139845380063,1.0,-165,-0.9217877094972067,2024,4
2025-01-01,Berlin,It,136,164,2,27,10,15,0.0,1.0,1,0.0,1.0,603,140.41666666666666,0.7198496830343618,0.16463414634146342,162,81.0,2025,1
2025-03-01,Paris,Hr,275,11,52,11,10,48,0.0,0.17498397722842,0,,,321,154.0,0.5795414042072953,1.0,-41,-0.7884615384615384,2025,1
2025-04-01,Paris,Hr,246,50,43,40,10,11,0.3632653307716707,0.2538628070170069,0,,,266,176.75,0.5795385614276717,0.8,7,0.16279069767441862,2025,2
2024-04-01,Berlin,It,191,115,95,9,10,-5,0.2595847955937855,0.8741058519731667,1,1.15,2.0,377,162.65217391304347,0.7705292783378188,0.0782608695652174,20,0.21052631578947367,2024,2
2024-03-01,Paris,It,182,33,47,25,10,52,0.1238508736088823,1.0,1,0.5045454545454545,2.0,541,127.82608695652173,0.6639559645986043,0.7575757575757576,-14,-0.2978723404255319,2024,1
2023-03-01,Lyon,It,116,91,53,5,10,66,0.0860353391153239,0.038983407274582,1,1.1363636363636365,1.0,501,176.5,0.5246175448596785,0.054945054945054944,38,0.7169811320754716,2023,1
2023-07-01,Paris,Operations,220,9,143,9,10,63,0.0,0.6543603600603027,1,,,222,145.33333333333334,0.7069184713575659,1.0,-134,-0.9370629370629371,2023,3
2024-09-01,Berlin,Operations,186,98,157,15,10,43,0.0275808030295954,1.0,1,1.5497584541062803,3.0,239,99.38461538461539,0.7061434297662676,0.15306122448979592,-59,-0.37579617834394907,2024,3
2023-09-01,Paris,Hr,139,167,91,38,10,8,0.0235628625890658,1.0,0,2.0,1.0,139,147.4,0.49856209157890274,0.2275449101796407,76,0.8351648351648352,2023,3
2024-06-01,Paris,Hr,277,77,155,50,10,-1,0.1890078969117831,0.6752797555015264,0,0.8,1.0,327,176.85714285714286,0.7188310969277122,0.6493506493506493,-78,-0.5032258064516129,2024,2
2023-04-01,Berlin,It,172,164,143,25,10,26,0.1593429749561564,0.1470606410726073,1,,,616,131.1818181818182,0.5819733198682276,0.1524390243902439,21,0.14685314685314685,2023,2
2025-01-01,Berlin,Operations,128,36,50,3,10,66,0.0,0.5387738538074354,1,1.5555555555555556,1.0,219,156.71428571428572,0.7078115845242531,0.08333333333333333,-14,-0.28,2025,1
2024-02-01,Berlin,Finance,278,189,160,19,3,6,0.309088083709845,0.2316431495559762,1,0.5057692307692307,2.0,552,147.56521739130434,0.7559224388604696,0.10052910052910052,29,0.18125,2024,1
2023-09-01,Berlin,Operations,141,40,152,40,10,44,0.3625286380365138,1.0,1,,,262,139.8,0.8156380530001817,1.0,-112,-0.7368421052631579,2023,3
2025-02-01,Berlin,Hr,128,172,17,48,10,-6,0.2681250289738346,1.0,0,0.6666666666666666,1.0,141,101.57142857142857,0.8180532310691768,0.27906976744186046,155,9.117647058823529,2025,1
2023-02-01,Paris,Operations,165,195,125,55,10,10,0.0,1.0,1,1.3424561403508772,3.0,181,180.66666666666666,0.7081895012074619,0.28205128205128205,70,0.56,2023,1
2024-08-01,Lyon,Hr,223,28,153,28,10,28,0.0,1.0,0,0.19642857142857142,2.0,219,150.27272727272728,0.7171916700907177,1.0,-125,-0.8169934640522876,2024,3
2025-04-01,Paris,It,244,3,5,3,10,9,0.2356672990941648,0.9103347524552337,1,,,351,151.71428571428572,0.7443490564940948,1.0,-2,-0.4,2025,2
2023-07-01,Madrid,It,219,186,165,22,10,60,0.0645205695612384,0.0098975647826872,1,1.125,2.0,156,124.33333333333333,0.7567606630399938,0.11827956989247312,21,0.12727272727272726,2023,3
2023-08-01,Paris,It,208,164,171,32,10,4,0.267282313258139,0.8341081026011801,1,0.625,1.0,393,126.8125,0.7161221653169155,0.1951219512195122,-7,-0.04093567251461988,2023,3
2025-11-01,Berlin,Finance,258,10,194,10,10,68,0.0,1.0,1,0.9497607655502391,1.0,305,99.73333333333333,0.722928857461505,1.0,-184,-0.9484536082474226,2025,4
2024-02-01,Berlin,Finance,191,132,170,6,10,42,0.2298618941863492,0.4717345795808386,1,,1.0,552,147.56521739130434,0.7559224388604696,0.045454545454545456,-38,-0.2235294117647059,2024,1
2024-05-01,Paris,Hr,211,89,133,21,10,76,0.0544575741674269,1.0,0,0.9542124542124543,2.0,289,151.92307692307693,0.6637190820950682,0.23595505617977527,-44,-0.3308270676691729,2024,2
2025-12-01,Madrid,It,151,86,77,4,10,22,0.0,1.0,1,,,332,167.63636363636363,0.8578301827455885,0.046511627906976744,9,0.11688311688311688,2025,4
2023-04-01,Paris,Finance,266,198,191,36,10,33,0.1270947736861203,0.8238943505178987,1,2.0,1.0,601,157.52173913043478,0.6843137619455179,0.18181818181818182,7,0.03664921465968586,2023,2
2023-02-01,Lyon,Finance,159,-10,81,-10,10,55,0.2194215102869133,0.7968616679224383,1,1.0,1.0,408,166.52941176470588,0.631185171882062,1.0,-91,-1.123456790123457,2023,1
2023-06-01,Lyon,Hr,193,197,79,5,10,39,0.1169437266828649,0.9827839722946636,0,2.0,1.0,155,178.66666666666666,0.4273041277139813,0.025380710659898477,118,1.4936708860759493,2023,2
2023-04-01,Paris,Operations,278,98,87,44,10,21,0.0,0.8495081967330956,1,,,178,146.5,0.6998551783628026,0.4489795918367347,11,0.12643678160919541,2023,2
2025-05-01,Madrid,It,243,71,12,46,10,68,0.2895454724244004,0.2406839237968036,1,,,370,189.92857142857142,0.6610641772982154,0.647887323943662,59,4.916666666666667,2025,2
2024-06-01,Berlin,It,197,127,64,3,5,60,0.0,0.4066633158376174,1,0.8850735294117648,2.0,578,134.08,0.7807112980152214,0.023622047244094488,63,0.984375,2024,2
2025-02-01,Lyon,It,113,140,165,29,10,62,0.3528759210783076,0.3026831715433821,1,2.0,1.0,296,196.0,0.48534323637340715,0.20714285714285716,-25,-0.15151515151515152,2025,1
2025-10-01,Paris,Hr,269,7,63,7,10,44,0.3441252738057652,0.1081881487769618,0,0.14285714285714285,1.0,278,142.88888888888889,0.7309058216120804,1.0,-56,-0.8888888888888888,2025,4
2023-10-01,Paris,It,150,47,13,16,10,17,0.0,0.2105837166240548,1,1.4087719298245613,2.0,507,179.86363636363637,0.7267306983708229,0.3404255319148936,34,2.6153846153846154,2023,4
2025-12-01,Lyon,Finance,123,115,144,59,10,75,0.0858192299984146,1.0,1,,,372,155.41176470588235,0.5845495371712621,0.5130434782608696,-29,-0.2013888888888889,2025,4
2024-02-01,Berlin,Operations,206,62,120,55,2,-8,0.0,0.8324704128613396,1,1.0192307692307692,1.0,160,113.85714285714286,0.6250058144791034,0.8870967741935484,-58,-0.48333333333333334,2024,1
2025-07-01,Berlin,It,270,99,76,23,10,42,0.206648193682561,0.1888551538641673,1,0.6363636363636364,3.0,616,172.5,0.7167316937362385,0.23232323232323232,23,0.3026315789473684,2025,3
2024-03-01,Berlin,Hr,172,194,12,30,10,31,0.3111501670150698,1.0,0,,,315,128.0,0.5767418974274278,0.15463917525773196,182,15.166666666666666,2024,1
2023-08-01,Madrid,Operations,246,41,72,27,10,-9,0.1890239764245724,0.7151818675998481,1,0.21739130434782608,1.0,25,161.0,0.444267989013301,0.6585365853658537,-31,-0.4305555555555556,2023,3
2024-02-01,Madrid,It,183,35,133,35,10,11,0.0,0.3370067982413875,1,1.8333333333333333,1.0,313,152.0,0.7281294765341055,1.0,-98,-0.7368421052631579,2024,1
2024-11-01,Paris,It,160,96,5,42,10,14,0.0,1.0,1,,,427,135.88888888888889,0.5877315467324828,0.4375,91,18.2,2024,4
2024-09-01,Lyon,It,205,2,120,2,10,78,0.0,0.3368147373419217,1,,,650,153.5483870967742,0.6963131079774919,1.0,-118,-0.9833333333333333,2024,3
2024-04-01,Lyon,Finance,193,85,93,38,10,21,0.1665568485227537,0.146384663486741,1,,,473,138.42857142857142,0.6689857996812044,0.4470588235294118,-8,-0.08602150537634409,2024,2
2024-06-01,Paris,Finance,162,6,164,6,10,-4,0.3719971619852768,0.3086591679977304,1,1.25,1.0,569,149.5,0.809039953778619,1.0,-158,-0.9634146341463414,2024,2
2024-12-01,Lyon,Operations,253,56,56,23,10,51,0.2171669066498683,1.0,1,,,297,153.75,0.5095918108066378,0.4107142857142857,0,0.0,2024,4
2025-02-01,Berlin,Finance,194,50,52,6,10,20,0.2383757002722797,1.0,1,1.8333333333333333,1.0,814,160.97142857142856,0.8601759779811757,0.12,-2,-0.038461538461538464,2025,1
2025-01-01,Madrid,It,134,54,45,45,10,52,0.0,1.0,1,,,322,166.7,0.6065130243712368,0.8333333333333334,9,0.2,2025,1
2025-05-01,Berlin,It,166,170,77,52,10,26,0.1516231337867375,1.0,1,1.3076923076923077,1.0,583,138.0952380952381,0.6594029435001426,0.3058823529411765,93,1.2077922077922079,2025,2
2024-03-01,Paris,Finance,155,122,131,47,10,57,0.0,0.1162480086864902,1,0.586080586080586,2.0,622,167.19230769230768,0.6377985293706931,0.38524590163934425,-9,-0.06870229007633588,2024,1
2023-01-01,Berlin,Finance,139,149,33,52,10,68,0.34099944823336,1.0,1,,,588,163.8421052631579,0.7854777736600961,0.348993288590604,116,3.515151515151515,2023,1
2025-01-01,Berlin,Operations,256,78,193,8,10,-2,0.0,0.9967818385079829,1,0.41379310344827586,1.0,219,156.71428571428572,0.7078115845242531,0.10256410256410256,-115,-0.5958549222797928,2025,1
2023-07-01,Lyon,It,233,162,190,21,10,59,0.1792146986044279,1.0,1,,1.0,639,153.11111111111111,0.7141447087565008,0.12962962962962962,-28,-0.14736842105263157,2023,3
2023-09-01,Lyon,It,279,45,188,45,10,35,0.2385069013890671,1.0,1,,,361,189.8125,0.6163389342467386,1.0,-143,-0.7606382978723404,2023,3
2024-12-01,Berlin,It,228,-6,41,-6,10,23,0.2190940635033963,1.0,1,1.3184584178498986,2.0,301,179.3125,0.7442205980580062,1.0,-47,-1.146341463414634,2024,4
2023-01-01,Berlin,Finance,279,90,77,26,10,49,0.0,1.0,1,1.5625,1.0,588,163.8421052631579,0.7854777736600961,0.28888888888888886,13,0.16883116883116883,2023,1
2023-08-01,Berlin,Hr,123,76,63,15,2,2,0.0916190401519251,0.9308726818270304,0,,,210,176.4,0.6233427901880922,0.19736842105263158,13,0.20634920634920634,2023,3
2024-12-01,Lyon,It,201,193,144,4,10,25,0.1980080988653823,0.8295351303402692,1,,,297,139.6,0.6983138501030252,0.02072538860103627,49,0.3402777777777778,2024,4
2023-11-01,Paris,Operations,261,151,188,11,10,75,0.3585658793425558,1.0,1,2.0,1.0,226,200.45454545454547,0.6163297239701354,0.0728476821192053,-37,-0.19680851063829788,2023,4
2024-05-01,Madrid,Operations,214,50,117,50,10,37,0.0997959912161134,1.0,1,0.3958333333333333,2.0,209,151.625,0.6261205503144787,1.0,-67,-0.5726495726495726,2024,2
2023-08-01,Lyon,It,234,197,29,25,10,64,0.0,0.6567752458288894,1,1.4761904761904763,2.0,433,157.9047619047619,0.6554722817872877,0.12690355329949238,168,5.793103448275862,2023,3
2025-11-01,Paris,Operations,174,179,170,14,9,-5,0.0319125602477141,0.4262308124875235,1,,,110,134.2,0.7174383162418977,0.0782122905027933,9,0.052941176470588235,2025,4
2025-11-01,Berlin,It,110,58,92,2,10,-6,0.1247914168615099,0.7636040395402901,1,1.5714285714285714,1.0,439,170.1764705882353,0.7501809530923218,0.034482758620689655,-34,-0.3695652173913043,2025,4
2025-09-01,Paris,It,135,52,6,8,10,54,0.3858152834246511,1.0,1,0.0,2.0,403,156.53333333333333,0.8001052900380176,0.15384615384615385,46,7.666666666666667,2025,3
2023-05-01,Paris,It,247,33,173,33,10,39,0.1769989639758716,0.6014215794062786,1,1.6111111111111112,2.0,492,133.6818181818182,0.7204458266163308,1.0,-140,-0.8092485549132948,2023,2
2025-04-01,Lyon,It,162,17,22,17,10,63,0.0,0.8058464251240156,1,,,285,98.92307692307692,0.7433861048191968,1.0,-5,-0.22727272727272727,2025,2
2023-07-01,Madrid,It,179,187,35,38,10,63,0.3058864529410172,0.4480588652781435,1,2.0,2.0,156,124.33333333333333,0.7567606630399938,0.20320855614973263,152,4.3428571428571425,2023,3
2023-09-01,Berlin,Hr,290,2,141,2,10,13,0.0,0.6415565525912466,0,0.9285714285714285,2.0,107,116.5,0.6377127204274773,1.0,-139,-0.9858156028368794,2023,3
2023-08-01,Lyon,Finance,296,160,147,24,10,-4,0.0,1.0,1,0.9798850574712644,2.0,569,118.6086956521739,0.7912452673943784,0.15,13,0.08843537414965986,2023,3
2023-12-01,Paris,Finance,187,19,183,19,10,75,0.0,0.3222875537601091,1,0.5384615384615384,2.0,478,167.75,0.7997598105804478,1.0,-164,-0.8961748633879781,2023,4
2025-10-01,Lyon,Hr,129,143,115,27,10,47,0.2716730605917225,1.0,0,1.0,1.0,191,161.22222222222223,0.6818374851302973,0.1888111888111888,28,0.24347826086956523,2025,4
2025-09-01,Madrid,It,257,198,80,46,10,10,0.3411374050528743,0.3233098250251773,1,2.0,1.0,248,128.72727272727272,0.5116869769057026,0.23232323232323232,118,1.475,2025,3
2024-11-01,Lyon,Operations,202,52,159,52,2,75,0.0,0.4788539728466535,1,1.2105263157894737,2.0,349,119.16666666666667,0.5910241580612418,1.0,-107,-0.6729559748427673,2024,4
2024-12-01,Berlin,It,211,62,24,20,10,22,0.0988658624632931,0.1307474734632492,1,,,301,179.3125,0.7442205980580062,0.3225806451612903,38,1.5833333333333333,2024,4
2025-11-01,Berlin,Finance,183,46,114,28,10,33,0.1583338095098907,1.0,1,1.3518518518518519,2.0,305,99.73333333333333,0.722928857461505,0.6086956521739131,-68,-0.5964912280701754,2025,4
2024-10-01,Lyon,Finance,249,53,93,24,10,14,0.051214249643172,0.0264517286986861,1,0.8928571428571429,1.0,371,158.71428571428572,0.7867952949008695,0.4528301886792453,-40,-0.43010752688172044,2024,4
2025-03-01,Paris,It,204,197,48,29,10,69,0.0,1.0,1,,,520,154.6818181818182,0.7082585858467874,0.14720812182741116,149,3.1041666666666665,2025,1
2025-11-01,Madrid,Finance,288,166,184,38,10,4,0.0,0.8656999203068622,1,1.2083333333333333,1.0,206,106.77777777777777,0.6967684180093756,0.2289156626506024,-18,-0.09782608695652174,2025,4
2023-01-01,Madrid,Finance,120,41,26,41,10,18,0.0642096184361181,1.0,1,,,283,153.36363636363637,0.7138840918246295,1.0,15,0.5769230769230769,2023,1
2025-11-01,Lyon,It,136,52,154,10,0,72,0.278720590687435,1.0,1,1.0555555555555556,2.0,422,137.13333333333333,0.7125896782463067,0.19230769230769232,-102,-0.6623376623376623,2025,4
2024-02-01,Lyon,Finance,126,199,173,18,10,41,0.0,0.1865733711915425,1,,,603,166.65217391304347,0.8023199617049525,0.09045226130653267,26,0.15028901734104047,2024,1
2023-03-01,Lyon,It,201,130,94,10,10,6,0.0,0.0320870301639421,1,0.5555555555555556,1.0,501,176.5,0.5246175448596785,0.07692307692307693,36,0.3829787234042553,2023,1
2023-01-01,Lyon,Hr,262,82,172,24,10,79,0.0,0.2531497227920611,0,1.3186813186813187,2.0,273,146.6875,0.7375119129158269,0.2926829268292683,-90,-0.5232558139534884,2023,1
2023-05-01,Madrid,Operations,137,96,153,0,10,25,0.1354756112347562,0.5761013195674962,1,0.5357142857142857,1.0,47,116.66666666666667,0.6654023126891359,0.0,-57,-0.37254901960784315,2023,2
2025-02-01,Lyon,Finance,159,98,13,31,10,24,0.0,0.1099746629106009,1,,,279,115.23076923076923,0.6574756070210354,0.3163265306122449,85,6.538461538461538,2025,1
2024-02-01,Paris,Operations,169,77,121,20,0,29,0.3160256847129402,0.6851093561705645,1,1.6363636363636365,1.0,352,161.30769230769232,0.8398041610980154,0.2597402597402597,-44,-0.36363636363636365,2024,1
2025-03-01,Lyon,It,131,34,47,34,10,12,0.08243601914227,0.42763405977902,1,1.4,2.0,366,154.58823529411765,0.8261315831329262,1.0,-13,-0.2765957446808511,2025,1
2023-09-01,Paris,Finance,179,97,127,12,10,62,0.0911395082843976,0.545752463713138,1,1.5833333333333333,1.0,556,172.34782608695653,0.6775890084656723,0.12371134020618557,-30,-0.23622047244094488,2023,3
2024-03-01,Madrid,It,254,35,84,33,10,23,0.0,1.0,1,,,309,140.41666666666666,0.7735426898149488,0.9428571428571428,-49,-0.5833333333333334,2024,1
2024-03-01,Lyon,Hr,230,66,91,16,10,47,0.0,1.0,0,0.88125,2.0,269,178.45454545454547,0.5674641244775253,0.24242424242424243,-25,-0.27472527472527475,2024,1
2025-02-01,Berlin,Finance,276,158,14,50,10,71,0.0182014590538365,0.987239981113646,1,1.6470588235294117,1.0,814,160.97142857142856,0.8601759779811757,0.31645569620253167,144,10.285714285714286,2025,1
2024-01-01,Paris,Hr,201,35,50,35,7,69,0.3480401274141892,0.980347803657256,0,,,129,147.5,0.36026677508270716,1.0,-15,-0.3,2024,1
2025-08-01,Lyon,Finance,201,118,53,46,10,50,0.0,0.8330714867247364,1,,,345,175.0,0.7111044015861123,0.3898305084745763,65,1.2264150943396226,2025,3
2025-08-01,Lyon,Hr,129,190,138,18,10,17,0.0,0.7694706532503115,0,2.0,1.0,188,145.875,0.8080863688259915,0.09473684210526316,52,0.37681159420289856,2025,3
2023-04-01,Paris,Finance,121,185,107,9,10,49,0.0,1.0,1,0.8433048433048433,2.0,601,157.52173913043478,0.6843137619455179,0.04864864864864865,78,0.7289719626168224,2023,2
2025-06-01,Madrid,It,118,81,74,41,9,21,0.266186520968409,0.1125028914354849,1,,,230,171.375,0.6472966072773728,0.5061728395061729,7,0.0945945945945946,2025,2
2024-11-01,Paris,Operations,130,1,27,1,10,47,0.0,0.432780015898126,1,,1.0,182,118.22222222222223,0.803008810512742,1.0,-26,-0.9629629629629629,2024,4
2024-03-01,Lyon,It,119,77,182,8,9,71,0.0,0.1561907064627203,1,0.7692307692307692,2.0,534,177.96,0.7441750526897682,0.1038961038961039,-105,-0.5769230769230769,2024,1
2025-05-01,Lyon,Hr,246,62,196,50,0,33,0.0549154210965284,0.0165792795835162,0,,,365,152.30769230769232,0.8474212067502924,0.8064516129032258,-134,-0.6836734693877551,2025,2
2025-12-01,Madrid,Finance,229,152,199,10,9,23,0.104266658357507,0.0208006071676683,1,2.0,1.0,356,181.78571428571428,0.6220330246113838,0.06578947368421052,-47,-0.23618090452261306,2025,4
2024-01-01,Madrid,Operations,139,91,153,37,10,10,0.0,0.0360146718032173,1,0.40740740740740744,2.0,98,98.16666666666667,0.8877824878151034,0.4065934065934066,-62,-0.40522875816993464,2024,1
2025-08-01,Lyon,Finance,266,88,127,30,10,-10,0.0920591964472675,1.0,1,2.0,1.0,345,175.0,0.7111044015861123,0.3409090909090909,-39,-0.30708661417322836,2025,3
2023-07-01,Madrid,It,190,150,69,1,10,44,0.0,0.1671074111383576,1,1.2727272727272727,1.0,156,124.33333333333333,0.7567606630399938,0.006666666666666667,81,1.173913043478261,2023,3
2024-10-01,Lyon,It,171,47,159,23,10,69,0.0,0.3036136240488618,1,1.1,1.0,557,133.5909090909091,0.7736299581716385,0.48936170212765956,-112,-0.7044025157232704,2024,4
2025-04-01,Paris,It,208,117,175,41,10,38,0.1199777701492473,0.6284761002045458,1,0.8148148148148148,1.0,351,151.71428571428572,0.7443490564940948,0.3504273504273504,-58,-0.3314285714285714,2025,2
2023-02-01,Paris,Operations,281,106,95,46,10,10,0.2464895179661461,0.403875381574923,1,0.8947368421052632,1.0,181,180.66666666666666,0.7081895012074619,0.4339622641509434,11,0.11578947368421053,2023,1
2023-06-01,Berlin,Operations,126,24,139,4,10,44,0.3608497239797648,1.0,1,,,197,159.8,0.7681175019167176,0.16666666666666666,-115,-0.8273381294964028,2023,2
2025-04-01,Lyon,Operations,178,163,197,49,10,16,0.3475957020944252,0.9351811301900496,1,0.07142857142857142,1.0,349,100.83333333333333,0.8284451488989406,0.3006134969325153,-34,-0.17258883248730963,2025,2
2025-04-01,Berlin,It,239,73,102,29,10,9,0.0393979757439603,0.4999629066642872,1,0.8571428571428571,1.0,541,171.55,0.6705726537783375,0.3972602739726027,-29,-0.28431372549019607,2025,2
2024-08-01,Paris,It,177,55,188,38,10,5,0.2224346505261361,0.4766744223998629,1,2.0,3.0,401,157.88235294117646,0.697808644423278,0.6909090909090909,-133,-0.7074468085106383,2024,3
2025-06-01,Paris,Operations,298,161,161,34,10,67,0.2173721312595389,1.0,1,0.2,1.0,360,152.33333333333334,0.6502320561861387,0.2111801242236025,0,0.0,2025,2
2023-11-01,Paris,It,116,15,86,15,10,37,0.0472633964041071,0.2560049529846157,1,1.2321428571428572,2.0,583,186.32,0.6274062225931605,1.0,-71,-0.8255813953488372,2023,4
2025-04-01,Paris,Operations,183,31,104,31,10,21,0.0,0.4208185371767778,1,1.0,1.0,309,111.2,0.6355517978622671,1.0,-73,-0.7019230769230769,2025,2
2025-01-01,Berlin,Operations,237,66,108,56,10,21,0.0292053491705184,0.5301506322988199,1,,,219,156.71428571428572,0.7078115845242531,0.8484848484848485,-42,-0.3888888888888889,2025,1
2025-09-01,Paris,Finance,246,19,80,19,10,42,0.3954147294662648,0.6819685391688416,1,1.0769230769230769,1.0,448,168.4,0.5813495282422949,1.0,-61,-0.7625,2025,3
2023-01-01,Lyon,Operations,257,105,44,16,10,42,0.1330208081675546,0.2857977335289083,1,,,163,119.625,0.6303820874223548,0.1523809523809524,61,1.3863636363636365,2023,1
2025-03-01,Lyon,It,257,149,111,30,10,-9,0.0048346037260948,0.2358494996704515,1,1.9090909090909092,1.0,366,154.58823529411765,0.8261315831329262,0.20134228187919462,38,0.34234234234234234,2025,1
2024-01-01,Paris,It,252,25,59,1,2,46,0.2462888661183552,1.0,1,,,847,172.16666666666666,0.8075021658381776,0.04,-34,-0.576271186440678,2024,1
2023-03-01,Paris,It,187,8,192,8,10,11,0.211795475205113,1.0,1,2.0,1.0,619,114.16666666666667,0.5873472266794898,1.0,-184,-0.9583333333333334,2023,1
2023-06-01,Berlin,It,173,11,70,11,10,41,0.1472799472504498,0.7854273398923866,1,,,372,157.11111111111111,0.591879823362171,1.0,-59,-0.8428571428571429,2023,2
2023-08-01,Paris,Operations,226,54,12,29,10,70,0.1824595633279879,1.0,1,0.95,1.0,490,162.45,0.718468087939919,0.5370370370370371,42,3.5,2023,3
2025-03-01,Madrid,Finance,293,46,77,46,10,70,0.1509627460706279,1.0,1,1.2352941176470589,1.0,272,178.66666666666666,0.7586384600043268,1.0,-31,-0.4025974025974026,2025,1
2023-09-01,Berlin,Finance,201,0,175,0,10,47,0.3737662190715617,0.1126714902301981,1,2.0,1.0,581,154.0,0.616961323218964,,-175,-1.0,2023,3
2025-09-01,Lyon,Finance,195,15,124,13,10,23,0.1054803594321561,0.7768461606726282,1,1.5555555555555556,1.0,782,123.21212121212122,0.6486346335708912,0.8666666666666667,-109,-0.8790322580645161,2025,3
2024-12-01,Berlin,Finance,262,165,176,15,10,60,0.1541145477828592,0.2758791218277693,1,0.9962500000000001,2.0,631,140.6153846153846,0.6933842313683493,0.09090909090909091,-11,-0.0625,2024,4
2024-03-01,Lyon,It,150,8,97,8,10,6,0.0829929687095177,0.8760874717299105,1,1.406926406926407,2.0,534,177.96,0.7441750526897682,1.0,-89,-0.9175257731958762,2024,1
2025-08-01,Paris,Operations,200,72,90,8,10,77,0.1601333448731585,0.0926872152960383,1,0.22413793103448276,1.0,152,156.22222222222223,0.5445882395156746,0.1111111111111111,-18,-0.2,2025,3
